2735,Ba3Gd2P4S16,3.41
2736,K2CsSb,1.2
2737,CoAsSe,0.2
2738,Sm4GaSbS9,2.23
2739,Hg3ZnS2Cl4,2.65
2740,BeO,10.39
2741,Ga1.05Sb0.95Se0.15,0.66
2742,CdGeAs2,0.56
2743,Na3WO4Cl,4.99
2744,GeAs2,1.06
2745,GaAs,1.52
2746,In0.01Al0.99P,2.4
2747,Ba4CuGa5Se12,1.45
2748,GaSb,0.81
2749,CsCd4Ga5Te12,1.67
2750,InAsI,0.41
2751,Ag3SbS3,2.05
2752,GaSb,0.81
2753,CuFeSe2,0.15
2754,Cu3ScSe3,0.3
2755,RbBiS2,1.26
2756,Hg0.8Zn0.2Te,0.07
2757,AlN,6.28
2758,SiAs,1.45
2759,In2Se3,1.18
2760,HgSc,0.24
2761,Pb4Sb6Se13,0.65
2762,CdP4,0.99
2763,CdSnAs2,0.26
2764,Cs6.40Na1.60Ga8Ge38,0.22
2765,NaYbP2S6,1.85
2766,GaN,3.44
2767,Rb3NaMo2O8,4.84
2768,BeS,4.17
2769,Ag7AsS6,1
2770,Ga2S3,2.8
2771,TlAsSe2,1.35
2772,Ag0.2Cd0.75In2.1Te4,0.54
2773,WSe2,1.45
2774,NdCuOS,2.98
2775,Zn0.99Cd0.01Se,3.6
2776,ZnB12O24H10,4.6
2777,CdTe,1.66
2778,CdS,2.49
2779,Cs2Hg6S7,1.63
2780,CaB6,4.5
2781,AgIn5S8,1.76
2782,K4P8Te4,1.4
2783,V2O5,2.36
2784,CuBr,2.9
2785,Hg2Br2Te2,2.06
2786,ScNiSb,0.11
2787,BaGa2GeSe6,2.22
2788,Na2Te,2.3
2789,In4As5O12Br3,4.22
2790,CuBr,3.02
2791,TaN,2.3
2792,Na2Mo2Se2O11,3.1
2793,K4Ag9Sb4S12,2
2794,K2Gd2Sb2Se9,1.33
2795,RbBi3Se5,0.8
2796,RuSbTe,0.5
2797,SnS,1.07
2798,BiI3,1.93
2799,Zn0.7S0.7Ga0.3P0.3,2.5
2800,ZnSiAs2,2.12
2801,Dy3GaS6,2.81
2802,ZnSe,2.82
2803,La2Ga0.33SbS5,1.76
2804,BaB2O4,6.7
2805,UO,1.5
2806,CuSbS2,1.4
2807,SmS,2.3
2808,InSnAsSe,0.26
2809,ZnSe,2.68
2810,Cs4Zr3S14,2.35
2811,Ba7AgGa5S15,2.6
2812,CaNd2S4,2.7
2813,CsSmZnSe3,2.63
2814,NaIn3Se5,2.17
2815,PSe,2.5
2816,Hg0.01Zn0.99Te,2.17
2817,TlScSe2,0.79
2818,Sb2Te3,0.28
2819,Tl2O3,2.25
2820,CdGeAs2,0.5
2821,Mg2Sn,0.23
2822,SrPb3Br8,3.2
2823,CuFeS2,0.43
2824,KSbS2,1.67
2825,RbCl,8.2
2826,MnSb2Se4,0.31
2827,K2TeI6,1.38
2828,Na2TeSe3,1.87
2829,Cd3As2,0.11
2830,CsSb,0.61
2831,CsZrPSe6,2
2832,Zn2In2S5,2.68
2833,Eu3Bi4S9,1.18
2834,Ga0.01Al0.99P,2.49
2835,RbBa2P5O15,7.6
2836,LiMgBi,0.4
2837,NaBiS2,0.44
2838,PbI2,2.54
2839,CdGeP2,1.73
2840,CoSb3,0.49
2841,InSe,1.05
2842,Bi25GaO39,2.99
2843,Ba12In4S19,2.56
2844,Cu0.1Ga1.9S2.9,2.65
2845,Bi7F11O5,4.05
2846,Zn0.01Cd0.99Se,2.4
2847,Sr4Te3O8Cl4,4
2848,BaIn2S4,3.06
2849,AgInSe2,1.25
2850,InSb,0.23
2851,BaTiO3,3.06
2852,SrGe2,0.9
2853,Cu0.1Ga1.9S2.9,2.6
2854,Cd4P2Cl3,2.24
2855,In0.98As0.98Cd0.02Te0.02,0.73
2856,GaSe,2.09
2857,InSe,1.19
2858,WO3,2.8
2859,Na2Ga2GeS6,3.29
2860,Ga0.5Al0.5As,2.12
2861,CuScO2,3.3
2862,Gd2O3,5.3
2863,InAs,0.41
2864,GaAs0.01P0.99,2.23
2865,LiInS2,3.59
2866,IrS2,0.9
2867,MnI2,4.04
2868,In0.4Ga0.6P,2.05
2869,TlBr,3.3
2870,AlP,2.51
2871,Eu1.83Ta15O32,0.23
2872,Ga2Te3O9,4.14
2873,In2Se,0.83
2874,Ba3Sb2S7,2.4
2875,RuPAs,0.8
2876,KAg2AsS3,2.25
2877,PrBN2,4
2878,Sr3Se3O8Cl,4.4
2879,LiBr,7.5
2880,Cd0.95Te0.95Al0.05Sb0.05,1.37
2881,Cs2Ga2Se5,1.95
2882,Cd3P2,0.58
2883,Zn3In2S6,2.8
2884,RbBi3Se5,0.43
2885,Pb0.9Ge0.1Se,0.3
2886,CuInSe2,1.07
2887,InAs,0.28
2888,Cu2Te3O8,2.64
2889,EuSnTe2,0.6
2890,CuI,3.05
2891,Ba2InDyTe5,1.35
2892,GaAs,1.53
2893,CsSmHgSe3,2.37
2894,Ca3B2N4,3.9
2895,Pb0.8Sn0.2Te,0.08
2896,EuSb2BO8,3.46
2897,K4Hf3Se14,2.02
2898,ZnO,3.48
2899,NaCeS3,2.15
2900,PbSnS3,1.05
2901,Si2Te3,2.16
2902,LaTaN2O,2
2903,Cs4Ta4P4Se24,2.38
2904,CdSe,1.87
2905,EuEr2Se4,1.7
2906,BaGe2,1
2907,TlInSe2,1.18
2908,Bi2CrI2O11,2.4
2909,Ga0.85As0.85Zn0.15Se0.15,1.47
2910,LiInSnS4,2.3
2911,Pr2Te3,1.5
2912,EuGa2Se4,2.16
2913,Na2ZnGe2Se6,2.36
2914,In2Se3,1.42
2915,Pr2Te4O11,3.65
2916,CoP3,0.45
2917,TlInTe2,0.7
2918,ZnIn2Te4,1.95
2919,RbCu2SbS3,1.67
2920,Tl2Hg3Te4,0.9
2921,Cr2S3,1.1
2922,InN,1.95
2923,Cu2O,2.58
2924,Er2Te3,0.9
2925,AgGaSiSe4,2.63
2926,Rb8Ga8Si38,1.18
2927,AgSbTe2,0.6
2928,Li2In2GeS6,3.45
2929,SnBr2,3.5
2930,ThO2,3.3
2931,Bi8Te7S5,0.4
2932,PbGa2SiSe6,2.17
2933,Li2ZnGe,1.1
2934,Na2RbSb,1
2935,TaGaS2,2.56
2936,K2Hg3S2.69Se1.31,2.28
2937,In0.3Al0.7P,2.3
2938,ZnO,3.44
2939,GaTe,1.74
2940,SrS,4.76
2941,LiGaS2,3.62
2942,In2Se3,0.97
2943,MnTe9,2
2944,LiCl,9.33
2945,PbTe,0.19
2946,TlSe,0.73
2947,CuIn2S3.5,1.43
2948,Cu2ZnSiS4,3.25
2949,Pb0.93TeGa0.07,0.34
2950,HgCuSe2O6,3.25
2951,LiBiS2,0.11
2952,CaBi2O4,3.08
2953,PbTe,0.19
2954,Tl3VS4,1.76
2955,DyTe1.40,0.6
2956,Rb3ZnB5O10,2.66
2957,Li0.5Pb1.75GeS4,1.95
2958,Cu2ZnSiS4,3
2959,SnS,1.08
2960,Mn1.95GdIn1.05S5,1.66
2961,BiI3,2
2962,Ge0.97Si0.03,0.67
2963,Cs2MgGe3Se8,2.04
2964,Hg0.72Cd0.28Te,0.21
2965,Pb0.98Te0.98Ge0.02S0.02,0.34
2966,CsHo9Cd4Se18,2.06
2967,CuInS2,1.52
2968,TlCl,3.2
2969,La2BaTe5O14,3.81
2970,RbSbSe2,1.62
2971,VO,0.3
2972,Ag2Ga2SiS6,2.35
2973,RbCu2AsS3,1.96
2974,TlBr,2.67
2975,La5Cu6.33O4S7,2
2976,Pb0.99Sn0.01Se,0.26
2977,CoAsS,0.6
2978,Ba3La3Cu6O14,1.8
2979,BiI3,1.92
2980,Zn4Sb3,1
2981,Cu0.01In1.99Se2.99,1.45
2982,K2Au2Sn2S6,2.3
2983,TaGaS2,3.6
2984,Ba7Sn5S15,2.29
2985,Se3Te,1.87
2986,Al2Se3,3.15
2987,Cu0.2Ga1.8S2.8,2.65
2988,NaLa2TaO6,4.5
2989,MoO3,3.7
2990,ReSi2,0.13
2991,Cs3Sb2Br9,2.3
2992,AgSbSe2,0.74
2993,Ca3N2,1.55
2994,InAs,0.45
2995,Cu3SmTe3,0.23
2996,KCeSe4,1.54
2997,BaAl4Se7,3.4
2998,K2Bi8Se13,0.59
2999,Sb2Te3,0.24
3000,PbSe,0.35
3001,CuP2,1.51
3002,RbI,5.83
3003,Fe2Te3,0.6
3004,Cd3P2,0.59
3005,NaCdAsS3,2.93
3006,Zn3P2,1.2
3007,V2O5,2.54
3008,Zn0.55Hg0.45Se,0.8
3009,TlSe,1.3
3010,As2S3,2.36
3011,Li2CdSnS4,3.26
3012,Rb2Cd3Se4,2.37
3013,SmSe,0.46
3014,InAs,0.36
3015,In0.8As0.8Ga0.2P0.2,0.85
3016,BaS,3.9
3017,Li4Cs3B7O14,6.53
3018,Rb2Cd3S4,2.92
3019,GaTe,1.78
3020,CdSc,1.71
3021,CdSnP2,1.4
3022,NaSmP2S6,2.54
3023,CdAs2,1.04
3024,AgGaS2,2.56
3025,PtP2,0.6
3026,Gd2Te3,0.74
3027,PbS,0.29
3028,Ag3AsSe3,2.07
3029,KSb,0.9
3030,CaZnOS,3.7
3031,PtSb2,0.07
3032,BaAuI5O15,2.32
3033,Mg2Co,0.66
3034,Ag2SnSe3,0.7
3035,CdSe,2.27
3036,AgGaO2,2.2
3037,Pb0.85Ge0.15Te,0.36
3038,CuGaS2,2.44
3039,EuS,1.69
3040,AgS,0.85
3041,Pb0.95Se0.95Ge0.05S0.05,0.29
3042,CdSb,0.46
3043,Bi4V2O11,2
3044,Ga2Te3,1.5
3045,HgIn2S4,2
3046,Li4.5Cr0.5TeO6,1.79
3047,ErIn3S6,1.28
3048,InAs,0.35
3049,Na2B6O9F2,7.33
3050,GeSe,1.16
3051,Pb0.95Se0.95Sn0.05Se0.05,0.22
3052,K8Zr6Se30,1.91
3053,Sr5V3O12F,4.5
3054,AgFeTe2,0.28
3055,CdS0.65Se0.35,2.13
3056,HgSnO3,1.6
3057,EuTe,2
3058,RbCu2VS4,1.45
3059,Pb6B4O13H2,3.24
3060,SnS0.4Se0.6,1.02
3061,InSb,0.17
3062,LaZnAsO,1.5
3063,RuP4,0.38
3064,CaLa2S4,2.7
3065,Sn0.5GaZn4.5O7,3
3066,Ba2GaErSe5,1.95
3067,NaBr,7.5
3068,Se0.4Te0.6,0.7
3069,Rb3Bi2I9,1.89
3070,Cd12Ge17B8O58,4.29
3071,Ca2ScSbO6,3.68
3072,CdTe,1.59
3073,Cu1.8S,2.3
3074,LaNbON2,1.7
3075,CdP4,0.9
3076,RbIn5S6,2.5
3077,AgFeTe2,0.31
3078,GaSb,0.77
3079,SnTe,0.36
3080,AlBi,0.4
3081,Rb2AgVS4,1.83
3082,Sm3Al0.33SiS7,2.26
3083,NaInSe2,2.8
3084,LaP,0.54
3085,AgI,3.01
3086,CdIn2Se4,1.57
3087,TiS2,1.95
3088,Zn0.15Cd0.85Se,2.6
3089,CuCl,3.29
3090,CsLu7S11,1.86
3091,FeP4,0.32
3092,CsSbS2O8,4.68
3093,OsSbSe,0.4
3094,In0.5As0.5Ga0.5P0.5,1.55
3095,ZnTc,2.37
3096,Ba2ZnSe3,2.75
3097,Cu3YSe3,0.88
3098,Ba2GaYSe5,2.31
3099,InSe,1.29
3100,AgSO4,0.18
3101,CdS,2.64
3102,Ce4Te7,0.5
3103,BaSbBS4,2.34
3104,Li2FeGeS4,1.42
3105,Ce3LuSe6,1.1
3106,Ga1.05Sb0.95Te0.15,0.68
3107,CsInTe2,2.16
3108,Ga1.005Sb0.995Se0.015,0.64
3109,TaGaS2,2.53
3110,PrAs,1
3111,Li4.5Al0.5TeO6,4.9
3112,K2Cd3Se4,2.36
3113,Pb0.72Se0.72Sn0.28Te0.28,0.12
3114,AgBr,2.52
3115,Ba2Ga8GeS16,3
3116,InS,2.07
3117,ZnGeN2,2.9
3118,Ba3Ho2P4S16,3.3
3119,RbCl,8.1
3120,Hg5AsS2I3,1.57
3121,Cd3BiP3O12,3.9
3122,EuH2,1.85
3123,NaNO2,2.99
3124,BaZnOS,3.9
3125,InBi2S4Cl,1.5
3126,TeI,1.1
3127,Rb2PtI6O18,2.4
3128,BiSeI,1.3
3129,Cs1.43Cd1.43Bi2.57S6,1.28
3130,InP2Se4,1.29
3131,PbCl2,4.1
3132,PbO2,2
3133,Cs2Ga2S5,3.26
3134,Pb0.75Sn0.25Te,0.04
3135,SnS0.99Se0.01,1.08
3136,Pb3Br2Se2O6,3.73
3137,Ba4Ga2S8,2.55
3138,CuGa0.4In1.6S3.5,1.55
3139,V2O5,2.34
3140,K3Nb2AsSe11,1.53
3141,Cu0.3Ga1.7S2.7,2.55
3142,Ru2Si3,0.44
3143,SnBr2,3.4
3144,Li2CdGeS4,3.1
3145,Li2Ga2GeS6,3.65
3146,LiKCO3,6.32
3147,SbSBr,2.21
3148,Cu3DyTe3,0.34
3149,MoSe2,1.6
3150,LaInS2O,2.73
3151,Hg6.5As4CdCl6,1.86
3152,K2MnSn2Se6,2
3153,Ga1.02Sb0.98Se0.06,0.63
3154,Ga0.7Al0.3As,1.81
3155,CuInCd2Te3,0.7
3156,Tl2TeBr6,2.06
3157,CuInS2,1.54
3158,CuNiC4N4,2.7
3159,BaGa2Se4,3.16
3160,Ga0.8Sb0.8Zn0.2Te0.2,1.15
3161,EuDy2Se4,1.8
3162,Tm4Sb2Se11.68,1.22
3163,MoO3,3.75
3164,RbHgSbTe3,0.2
3165,OsPSe,1.4
3166,Li0.2Na0.8AsSe2,1.72
3167,PbTe0.01Se0.99,0.26
3168,Pb0.93Sn0.07Se,0.08
3169,Al2S3,4.1
3170,BaV2SeO8,2.13
3171,La4FeSb2Se10,0.85
3172,B6P,3.3
3173,Ba5Ga6GeP12,1.39
3174,ErB6,3.5
3175,Ga0.99Sb0.99Zn0.01Te0.01,0.72
3176,TlCr5S6Se2,0.94
3177,AgScP2Se6,1.55
3178,YbAs,1.02
3179,Sb2Te3,0.22
3180,CdIn2S4,2.2
3181,BiSeBr,1.54
3182,In6Se7,0.64
3183,Ag0.5Eu1.75GeS4,2.14
3184,GaAs0.9P0.1,1.5
3185,ZnIn2Se4,2
3186,Na2BaSnSe4,2.46
3187,SbSI,1.84
3188,Cs2AgVS4,1.77
3189,MoTe2,1.08
3190,Pb6BBrO7,2.84
3191,EuIr4In2Ge4,0.26
3192,Pb0.85Se0.85Ge0.15Te0.15,0.32
3193,Na2ZnGe2S6,3.04
3194,LaCuOS,3.1
3195,PbSe,0.31
3196,Pb3O4,2.12
3197,K2Hg3Ge2S8,2.7
3198,CaSe,5
3199,Pb0.8Sn0.2Se,0.06
3200,BiSI,1.58
3201,CsCaBO3,3.93
3202,Ba8Sn4S15,2.31
3203,AgInSe2,1.22
3204,VO2,0.65
3205,CsCdInSe3,2.4
3206,Sm2Sn3Se9,0.7
3207,LaSb,0.8
3208,K6CdTe4,2.51
3209,Ag2PdO2,0.18
3210,BaAgSbS3,2.2
3211,Hg6As4CdBr6,1.94
3212,GaAs0.3P0.7,2.16
3213,Ba3CdSn2S8,2.75
3214,AsSb,1.6
3215,InSb,0.24
3216,InSb2S4Br,1.8
3217,AgLi0.33Sn0.67O2,2.7
3218,Li2MnGeS4,3.06
3219,Ag3Ga3SiSe8,2.3
3220,K0.8Hg1.2Sn2S8,2.78
3221,Bi1.8Te3Sb0.2,0.15
3222,Cs2Sb,0.62
3223,Nd10OSe14,1.98
3224,KCu2SbS3,1.7
3225,Li6Ga2Te8O22,3.85
3226,Hg7InS6Cl5,2.54
3227,BiOI,2.12
3228,Na2GdP2O8,4.19
3229,Ba3V2Se4O16,2.87
3230,Zn0.95S0.95Ga0.05P0.05,3
3231,Cu2Te,1.15
3232,GeAs2,1
3233,FeAsS,0.06
3234,InP,1.41
3235,Cu3VS4,1
3236,TaGaS2,2.4
3237,RhAs2,1.15
3238,Ca3BiP3O12,4.2
3239,BeSe,4
3240,BaSn2S5,2.35
3241,Pb0.97Se0.97Ge0.03S0.03,0.28
3242,SmSb2BO8,3.54
3243,CsYZnSe3,2.29
3244,Sn2S,0.85
3245,GaGeTe,1.1
3246,YbSe,1.5
3247,BaO,4.8
3248,CBr4,3.7
3249,La2O3,5.4
3250,Ga2Se3,1.86
3251,Ag2CdP2S6,2.49
3252,Ga0.01As0.01Zn0.99Se0.99,2.59
3253,K2Cd3S4,2.75
3254,PrSb,0.66
3255,PbSbO2Br,2.67
3256,Ba2InNdSe5,2.2
3257,CsCd4Ga5S12,3.09
3258,Rb2HgP2Se6,2.32
3259,KH3Se2O6,5.03
3260,AgBiP2Se6,1.4
3261,Ba2GaDySe5,2.35
3262,MgF2,11.1
3263,SiAs,1.48
3264,Zn0.99S0.99Ga0.01P0.01,3.7
3265,Ga0.5P0.5Zn0.5Se0.5,2.13
3266,KBaAsSe3,2.26
3267,CsSbSe2,1.7
3268,InS,1.86
3269,CdP2S4,3.76
3270,BiSe,0.4
3271,NiC2N2,2
3272,AgPbBiSe3,0.13
3273,OsAsS,1.3
3274,Rb6P3S15,2.3
3275,Er2O3,5.42
3276,RhSe2,0.6
3277,Bi2Te2.1Se0.9,0.3
3278,Nd3Te4,1.6
3279,Ge0.7Si0.3,0.88
3280,InSn2As2Se,0.2
3281,NaNbSe2O7,3.8
3282,Se0.6Te0.4,1.2
3283,In0.95As0.95Cd0.05Te0.05,0.68
3284,In4Se3,0.65
3285,K6Yb3P5S20,2.6
3286,In0.5Al0.5P,2.3
3287,GeP,0.95
3288,Nd2Sn3Se9,0.5
3289,TlInSe2,1.07
3290,KBiS2,0.92
3291,SmCuOSe,2.6
3292,Cs2CuP3S9,2.4
3293,Ba2AsGaSe5,1.39
3294,Ta0.67Zr1.33O1.89N1.63,2.48
3295,CsDy9Cd4Se18,1.99
3296,InSb0.9As0.1,0.27
3297,AlN,6.2
3298,NdAs,1.04
3299,AgInCd2Te3,0.47
3300,In0.93As0.93Cd0.07Te0.07,0.68
3301,SiTe2,2.18
3302,GeS2,3.6
3303,Ga0.01Sb0.01Cd0.99Te0.99,1.35
3304,Mg5B3O9F,5.63
3305,Al2Te3,2.5
3306,KAlGeS4,3.5
3307,CsCeCdSe3,2.4
3308,RuP4,0.64
3309,TcSe2,0.88
3310,InN,2.05
3311,LaSi2,0.19
3312,Ge0.06Si0.94,1.06
3313,KSb5S8,1.67
3314,Pb0.97Se0.97Sn0.03Se0.03,0.29
3315,AgI,3.02
3316,Hg0.6Cd0.4Se,0.95
3317,BaLa2In2Se7,1.66
3318,RbSbS2,1.96
3319,Ga0.75P0.75Zn0.25Se0.25,2.18
3320,La2ZrS5,2.01
3321,MgGeN2,4.4
3322,Bi2Te2.97Se0.03,0.15
3323,Ba2Cu2ThSe5,1.75
3324,BaReH9,3.44
3325,Hg3Te2Bi2Cl8,2.8
3326,Ta1.33Zr0.67O0.12N3.03,1.71
3327,ZnSnAs2,0.74
3328,Bi2O3,2.85
3329,Pb0.8Ge0.2Te,0.4
3330,BiI3,2.03
3331,Pb0.92Sn0.08Te,0.16
3332,BiTeNO6,3.62
3333,MnSi,0.6
3334,K2PdSe10,1.48
3335,CsCuSb2S4,1.7
3336,Li6Fe2Te8O22,1.98
3337,CsAg2TeS6,2.04
3338,KAg11V4O16,2
3339,Ce2Se3,1.75
3340,OsAs2,0.9
3341,La2MnNiO6,1.4
3342,GaAs0.7P0.3,1.8
3343,Li3PS4,3.68
3344,SrNd2S4,2.45
3345,Hg0.796Cd0.204Te,0.06
3346,Ba2GaGdSe5,1.87
3347,HgGa2S4,2.84
3348,TlCr5S3Se5,0.8
3349,Pb0.7Ge0.3Te,0.48
3350,HgSe,0.12
3351,CdI2,3.8
3352,GeAs,1.01
3353,Li3Bi,0.7
3354,EuIn2S4,1.5
3355,Rb3Sb2Br9,2.48
3356,SnO2,3.6
3357,LaS1.86Se0.14,2.5
3358,Ag2GeTe3,0.25
3359,Dy4S4Te3,1.43
3360,Ca2CdAs2,0.95
3361,Bi2Te0.9Se2.1,0.28
3362,TlAsS2,2.15
3363,P2Se3,2.4
3364,Ga0.8Al0.2P,2.3
3365,H6PtI6O20,2.4
3366,Li2In2SiS6,3.61
3367,HoN,1.79
3368,SnCl2,3.9
3369,CsInGeS4,2.1
3370,Ba5Ga4Se10,2.2
3371,KSbSe2,1.37
3372,In0.3Ga0.7P,2.2
3373,Rb2Cu2Sn2Se6,1.04
3374,RhSe3,0.7
3375,InSb0.6As0.4,0.13
3376,CdBr2,4.47
3377,CsLu7Se11,1.78
3378,Pb0.999Se0.999Sn0.001Se0.001,0.24
3379,Cs3W3PO13,3.27
3380,Lu2O3,5.5
3381,SrZrS3,1
3382,RbAg2SbS4,2.3
3383,Cd4Sb3,1.25
3384,Li2B6,2
3385,SbTeI,1.25
3386,K2ZnTe2,3
3387,AgSbTe2,0.35
3388,Pb6B2MoO12,2.9
3389,Eu3P2,1.2
3390,Zn0.2Ba2B2S5.2,3.54
3391,AgGaGe3Se8,2.17
3392,CuAlS2,3.5
3393,Ba3Dy2P4S16,3.28
3394,CuZn2InSe4,1.1
3395,PdSe,0.2
3396,Se0.5Te0.5,1
3397,Bi1Te3Sb1,0.19
3398,Cu0.05Ga1.95S2.95,2.7
3399,Pr2Ge2Se7,1.32
3400,CsSmCdSe3,2.45
3401,CuInSe2,0.95
3402,NaSbSe2,1.2
3403,La2CoVO6,0.41
3404,Tl4CuTeO6,2.2
3405,Sb5O7I,1.95
3406,HgBrCl,3.4
3407,RbGaSnSe4,1.88
3408,Na3MoO4F,4.77
3409,YFMoO4,3.78
3410,BaB2O4,6.2
3411,Na3Sb,1.17
3412,TaGaSe2,2.15
3413,Cu2CdSnS4,1.37
3414,KBr,7.6
3415,ZnAs2,0.93
3416,PrTe1.9,1
3417,Hg3S2Bi2Cl8,3.26
3418,PbI2,3.01
3419,AgInTe2,0.96
3420,TlGaS2,3.4
3421,FeSi2,0.85
3422,Ba2InSmTe5,1.36
3423,SmB6,3.5
3424,Ga0.99In0.01As,1.4
3425,Rb2Sn3Sb2S10,2.33
3426,BiOBr,2.92
3427,Mn11Si19,0.66
3428,HgTe,0.19
3429,Ba4Ga2Se8,1.63
3430,Mg2Ge,1.67
3431,Rb3Al3Ge7Se20,2.4
3432,SrTaO2N,1.99
3433,CoSbS,0.5
3434,Pb0.99TeTl0.01,0.59
3435,CsMn4In5Te12,1.48
3436,K3SmAs2S8,2.2
3437,EuAl2O4,2.74
3438,Cr2O3,3.4
3439,LiBr,7.95
3440,K3Ga3Ge7Se20,2.23
3441,Yb4Sb2S11.25,1.71
3442,Ca2Si,1.9
3443,Pb14B2O14Br6,2.62
3444,ReSe2,0.99
3445,DyTe1.45,0.6
3446,CsBr,6.8
3447,SbI3,2.41
3448,YbSb,1
3449,Cu0.05Ga1.95Se2.95,1.96
3450,Nd1.33Lu0.67S3,1.5
3451,LaIn3S6,1.03
3452,CsGaSn2Se6,1.87
3453,CsKP2Se8,2.36
3454,MgO,7.83
3455,SnTe,0.33
3456,CuCl,3.27
3457,IrP2,1.1
3458,Cu0.5Ga1.5S2.5,2.43
3459,YbGa2S4,2.3
3460,CuSmSe2,2.1
3461,InSb0.8As0.2,0.21
3462,Pb0.85Se0.85Sn0.15Te0.15,0.18
3463,Cd4P2Cl3,2.17
3464,SrCrO4,2.45
3465,RbBiSe2,0.72
3466,Ag2S,0.87
3467,Ag3AsS3,2.18
3468,Ag3SbS3,1.75
3469,AgGaSe2,1.83
3470,AgSbSe2,0.85
3471,AlP,2.43
3472,As2S3,2
3473,CdAs2,1.14
3474,CdGa2Se4,2.43
3475,CdP2,2.02
3476,CdS,2.58
3477,CdSb,0.59
3478,CdSe,1.83
3479,CdTe,1.65
3480,CuFeS2,0.5
3481,CuGaSe2,1.6
3482,Dy2S3,3
3483,GaN,3.5
3484,GaS,2.52
3485,GaSe,2.13
3486,GaTe,1.69
3487,GeSe,1.08
3488,In4Te3,0.5
3489,InAs,0.41
3490,InSe,1.27
3491,KI,6.08
3492,Mg3As2,2.55
3493,NaBiSe2,0.32
3494,PbS,0.3
3495,PbTe,0.34
3496,RbI,6.05
3497,Sb2S3,1.63
3498,SnS,1.1
3499,SnSe,0.91
3500,Tl2Te3,0.51
3501,TlCl,3.21
3502,TlSbS2,1.88
3503,Zn3As2,0.86
3504,ZnGeAs2,1.16
3505,ZnO,3.31
3506,ZnS,3.85
3507,Bi4PdSe4O12,2.06
3508,Cd3In2S2Te4,1.23
3509,SbSI,1.99
3510,Pb0.8Se0.8Ge0.2Te0.2,0.36
3511,Ag1.75InSb5.75Se11,0.94
3512,K2Dy2Ti3O10,3.38
3513,ZrS2,2.75
3514,CaTe,4.07
3515,GeI2,1.5
3516,InSb,0.18
3517,Ir0.67S2,2
3518,Pb2MnO4,1.5
3519,GaSe,2.05
3520,SrZnSO,3.1
3521,Ge0.653Si0.347,1.91
3522,InAs,0.46
3523,Cu2Ta4O11,2.6
3524,K4GeS4,0.8
3525,Ge0.6Si0.4,0.9
3526,AsI3,2.54
3527,Mg2Sn,0.28
3528,K2CsSb,1
3529,Ho2Mo3O12,1.68
3530,Li4HgGe2S7,2.75
3531,BaGa2GeS6,3.23
3532,InP,1.27
3533,TlBr,3.05
3534,SiB3,2
3535,PbTe,0.62
3536,RbI,6.1
3537,KSbS2,1.8
3538,SbSeBr,1.84
3539,As2Se3,1.77
3540,CoSb2,0.17
3541,Hg0.8Cd0.2Se,0.95
3542,Cu2Te,1.02
3543,LiMgN,3.2
3544,RbCuSb2S4,1.6
3545,Sb2O3,3.2
3546,ZnTe,2.24
3547,PbTe,0.31
3548,NaBiS2,0.4
3549,Hg6P6In2Cl9,3.13
3550,GaS,2.62
3551,Sn3WO6,2.49
3552,TlBr,3.02
3553,GaSe,2.07
3554,InSb,0.26
3555,CdSnO3,3
3556,Pb0.8Se0.8Sn0.2Te0.2,0.14
3557,CuGaS2,2.42
3558,PrF3,5.3
3559,Ru2Ge3,0.52
3560,SmTe,0.38
3561,CsZn2B3O7,5.69
3562,Ga0.9Sb0.9Cd0.1Te0.1,0.78
3563,NH7Se2O6,4.81
3564,TlBr,3.24
3565,KPSe6,2.16
3566,ZnS,3.76
3567,Ga0.85Al0.15As,1.6
3568,GaAs,1.43
3569,Ga0.05P0.05Zn0.95Se0.95,2.4
3570,KFeCuTe2,1.06
3571,AsBr3,2.6
3572,Zn0.5Hg0.5Se,0.6
3573,Ga0.7In0.3As,1
3574,Bi2S3,1.3
3575,TlBr,3.1
3576,ReS2,1
3577,CdMoSb4O10,3.4
3578,PbCl2,3.94
3579,Ga1.002Sb0.998Se0.006,0.7
3580,As2O3,4
3581,InSb,0.16
3582,Na2BaGeS4,3.7
3583,Ba2GaDyTe5,1.13
3584,NaB15,0.32
3585,AlP,2.53
3586,Bi2Te2.97Se0.03,0.16
3587,AgBiS2,0.9
3588,SnGa2GeS6,2.04
3589,InS,1.9
3590,NiTe,0.23
3591,TlSe,0.71
3592,Pr2YbCuS5,1.25
3593,KInSnS4,2.3
3594,GaAs,1.43
3595,Mn15Si26,0.7
3596,La2O2MnSe2,1.6
3597,Er3Te4,0.9
3598,RbTbSe2,2.5
3599,Zn0.5Cd0.5Se,2.9
3600,Na2Ge2Se5,2.38
3601,PbCrO4,2.25
3602,Ag0.5Pb1.75GeS4,1.83
3603,CsEr9Cd4Se18,2.09
3604,CdCl2,5.8
3605,ReS2,1.1
3606,Cu3TaS4,3
3607,Pb0.99Sn0.01Se,0.17
3608,GaTe,1.66
3609,AgCd3PS6,2.56
3610,Cu3YTe3,0.72
3611,TlInSe2,1.19
3612,Bi2Te2.7Se0.3,0.21
3613,CuGaTe2,1.18
3614,K2HgP2Se6,2.25
3615,Tl2PrInSe4,0.93
3616,Gd2ZrS5,1.88
3617,Pr2S3,2.68
3618,PbBiO2Br,2.47
